date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2022-08-08,SKU0050,8,0,14.0,4
2022-08-15,SKU0050,7,0,14.0,4
2022-08-22,SKU0050,6,0,14.0,4
2022-08-29,SKU0050,5,0,14.0,4
2022-09-05,SKU0050,15,20,14.0,4
2022-09-12,SKU0050,13,0,14.0,4
2022-09-19,SKU0050,12,0,14.0,4
2022-09-26,SKU0050,11,0,14.0,4
2022-10-03,SKU0050,9,0,14.0,4
2022-10-10,SKU0050,8,0,14.0,4
2022-10-17,SKU0050,7,0,14.0,4
2022-10-24,SKU0050,6,0,14.0,4
2022-10-31,SKU0050,5,0,14.0,4
2022-11-07,SKU0050,15,15,14.0,4
2022-11-14,SKU0050,13,0,14.0,4
2022-11-21,SKU0050,11,0,14.0,4
2022-11-28,SKU0050,10,0,14.0,4
2022-12-05,SKU0050,8,0,14.0,4
2022-12-12,SKU0050,6,0,14.0,4
2022-12-19,SKU0050,5,0,14.0,4
2022-12-26,SKU0050,4,22,14.0,4
2023-01-02,SKU0050,3,16,14.0,4
2023-01-09,SKU0050,1,18,14.0,4
2023-01-16,SKU0050,11,20,14.0,4
2023-01-23,SKU0050,10,0,14.0,4
2023-01-30,SKU0050,8,0,14.0,4
2023-02-06,SKU0050,7,0,14.0,4
2023-02-13,SKU0050,5,0,14.0,4
2023-02-20,SKU0050,4,21,14.0,4
2023-02-27,SKU0050,14,19,14.0,4
2023-03-06,SKU0050,13,0,14.0,4
2023-03-13,SKU0050,12,0,14.0,4
2023-03-20,SKU0050,11,0,14.0,4
2023-03-27,SKU0050,10,0,14.0,4
2023-04-03,SKU0050,9,0,,4
2023-04-10,SKU0050,8,0,14.0,4
2023-04-17,SKU0050,8,0,14.0,4
2023-04-24,SKU0050,8,0,14.0,4
2023-05-01,SKU0050,7,0,14.0,4
2023-05-08,SKU0050,6,0,14.0,4
2023-05-15,SKU0050,5,0,14.0,4
2023-05-22,SKU0050,4,17,14.0,4
2023-05-29,SKU0050,3,22,14.0,4
2023-06-05,SKU0050,2,22,14.0,4
2023-06-12,SKU0050,2,22,14.0,4
2023-06-19,SKU0050,11,13,14.0,4
2023-06-26,SKU0050,10,0,14.0,4
2023-07-03,SKU0050,9,0,14.0,4
2023-07-10,SKU0050,8,0,14.0,4
2023-07-17,SKU0050,7,0,14.0,4
2023-07-24,SKU0050,6,0,14.0,4
2023-07-31,SKU0050,5,0,14.0,4
2023-08-07,SKU0050,4,17,14.0,4
2023-08-14,SKU0050,4,21,,4
2023-08-21,SKU0050,3,11,14.0,4
2023-08-28,SKU0050,2,14,14.0,4
2023-09-04,SKU0050,1,12,14.0,4
2023-09-11,SKU0050,13,14,14.0,4
2023-09-18,SKU0050,12,0,14.0,4
2023-09-25,SKU0050,10,0,14.0,4
2023-10-02,SKU0050,8,0,14.0,4
2023-10-09,SKU0050,7,0,14.0,4
2023-10-16,SKU0050,5,0,14.0,4
2023-10-23,SKU0050,16,13,14.0,4
2023-10-30,SKU0050,14,0,14.0,4
2023-11-06,SKU0050,13,0,14.0,4
2023-11-13,SKU0050,12,0,14.0,4
2023-11-20,SKU0050,10,0,14.0,4
2023-11-27,SKU0050,9,0,14.0,4
2023-12-04,SKU0050,7,0,14.0,4
2023-12-11,SKU0050,5,0,14.0,4
2023-12-18,SKU0050,4,23,14.0,4
2023-12-25,SKU0050,2,17,14.0,4
2022-01-03,SKU0051,63,0,10.0,38
2022-01-10,SKU0051,38,145,10.0,38
2022-01-17,SKU0051,6,204,10.0,38
2022-01-24,SKU0051,0,154,10.0,38
2022-01-31,SKU0051,0,152,10.0,38
2022-02-07,SKU0051,142,226,10.0,38
2022-02-14,SKU0051,123,0,10.0,38
2022-02-21,SKU0051,104,0,10.0,38
2022-02-28,SKU0051,78,0,10.0,38
2022-03-07,SKU0051,61,0,10.0,38
2022-03-14,SKU0051,50,0,10.0,38
2022-03-21,SKU0051,37,174,10.0,38
2022-03-28,SKU0051,186,284,10.0,38
2022-04-04,SKU0051,166,0,10.0,38
2022-04-11,SKU0051,145,0,10.0,38
2022-04-18,SKU0051,127,0,10.0,38
2022-04-25,SKU0051,108,0,10.0,38
2022-05-02,SKU0051,96,0,10.0,38
2022-05-09,SKU0051,82,0,,38
2022-05-16,SKU0051,62,0,10.0,38
2022-05-23,SKU0051,40,0,10.0,38
2022-05-30,SKU0051,21,213,10.0,38
2022-06-06,SKU0051,205,188,10.0,38
2022-06-13,SKU0051,185,0,10.0,38
2022-06-20,SKU0051,175,0,10.0,38
2022-06-27,SKU0051,158,0,10.0,38
2022-07-04,SKU0051,137,0,10.0,38
2022-07-11,SKU0051,124,0,10.0,38
2022-07-18,SKU0051,109,0,10.0,38
2022-07-25,SKU0051,95,0,10.0,38
2022-08-01,SKU0051,82,0,10.0,38
2022-08-08,SKU0051,62,0,10.0,38
2022-08-15,SKU0051,47,0,,38
2022-08-22,SKU0051,221,242,10.0,38
2022-08-29,SKU0051,202,0,10.0,38
2022-09-05,SKU0051,172,0,10.0,38
2022-09-12,SKU0051,151,0,10.0,38
2022-09-19,SKU0051,132,0,10.0,38
2022-09-26,SKU0051,117,0,10.0,38
2022-10-03,SKU0051,90,0,10.0,38
2022-10-10,SKU0051,67,0,10.0,38
2022-10-17,SKU0051,41,0,10.0,38
2022-10-24,SKU0051,22,193,10.0,38
2022-10-31,SKU0051,116,194,10.0,38
2022-11-07,SKU0051,96,0,10.0,38
2022-11-14,SKU0051,78,0,10.0,38
2022-11-21,SKU0051,48,0,10.0,38
2022-11-28,SKU0051,32,151,10.0,38
2022-12-05,SKU0051,7,284,10.0,38
2022-12-12,SKU0051,210,233,10.0,38
2022-12-19,SKU0051,178,0,10.0,38
2022-12-26,SKU0051,161,0,10.0,38
2023-01-02,SKU0051,132,0,10.0,38
2023-01-09,SKU0051,110,0,10.0,38
2023-01-16,SKU0051,90,0,10.0,38
2023-01-23,SKU0051,56,0,10.0,38
2023-01-30,SKU0051,31,244,10.0,38
2023-02-06,SKU0051,13,190,10.0,38
2023-02-13,SKU0051,0,163,10.0,38
2023-02-20,SKU0051,139,190,10.0,38
2023-02-27,SKU0051,105,0,10.0,38
2023-03-06,SKU0051,93,0,10.0,38
2023-03-13,SKU0051,71,0,10.0,38
2023-03-20,SKU0051,47,0,10.0,38
2023-03-27,SKU0051,34,264,10.0,38
2023-04-03,SKU0051,11,177,10.0,38
2023-04-10,SKU0051,0,149,10.0,38
2023-04-17,SKU0051,0,208,10.0,38
2023-04-24,SKU0051,0,144,10.0,38
2023-05-01,SKU0051,0,174,10.0,38
2023-05-08,SKU0051,0,213,10.0,38
2023-05-15,SKU0051,0,223,10.0,38
2023-05-22,SKU0051,0,263,10.0,38
2023-05-29,SKU0051,208,211,10.0,38
2023-06-05,SKU0051,187,0,10.0,38
2023-06-12,SKU0051,167,0,10.0,38
2023-06-19,SKU0051,149,0,10.0,38
2023-06-26,SKU0051,137,0,10.0,38
2023-07-03,SKU0051,118,0,10.0,38
2023-07-10,SKU0051,107,0,10.0,38
2023-07-17,SKU0051,96,0,10.0,38
2023-07-24,SKU0051,84,0,10.0,38
2023-07-31,SKU0051,66,0,10.0,38
2023-08-07,SKU0051,48,0,10.0,38
2023-08-14,SKU0051,30,191,10.0,38
2023-08-21,SKU0051,177,249,10.0,38
2023-08-28,SKU0051,158,0,10.0,38
2023-09-04,SKU0051,130,0,10.0,38
2023-09-11,SKU0051,109,0,10.0,38
2023-09-18,SKU0051,93,0,10.0,38
2023-09-25,SKU0051,68,0,10.0,38
2023-10-02,SKU0051,42,0,10.0,38
2023-10-09,SKU0051,12,263,10.0,38
2023-10-16,SKU0051,0,188,10.0,38
2023-10-23,SKU0051,0,173,10.0,38
2023-10-30,SKU0051,207,197,10.0,38
2023-11-06,SKU0051,191,0,10.0,38
2023-11-13,SKU0051,169,0,10.0,38
2023-11-20,SKU0051,149,0,10.0,38
2023-11-27,SKU0051,135,0,10.0,38
2023-12-04,SKU0051,104,0,10.0,38
2023-12-11,SKU0051,72,0,10.0,38
2023-12-18,SKU0051,40,0,10.0,38
2023-12-25,SKU0051,139,150,10.0,38
2022-01-03,SKU0052,36,0,7.0,11
2022-01-10,SKU0052,28,0,7.0,11
2022-01-17,SKU0052,16,0,7.0,11
2022-01-24,SKU0052,4,112,7.0,11
2022-01-31,SKU0052,0,65,7.0,11
2022-02-07,SKU0052,66,118,7.0,11
2022-02-14,SKU0052,52,0,7.0,11
2022-02-21,SKU0052,41,0,7.0,11
2022-02-28,SKU0052,28,0,7.0,11
2022-03-07,SKU0052,18,0,7.0,11
2022-03-14,SKU0052,10,102,7.0,11
2022-03-21,SKU0052,83,80,7.0,11
2022-03-28,SKU0052,79,0,7.0,11
2022-04-04,SKU0052,71,0,7.0,11
2022-04-11,SKU0052,66,0,7.0,11
2022-04-18,SKU0052,60,0,7.0,11
2022-04-25,SKU0052,51,0,7.0,11
2022-05-02,SKU0052,41,0,7.0,11
2022-05-09,SKU0052,35,0,7.0,11
2022-05-16,SKU0052,28,0,7.0,11
2022-05-23,SKU0052,24,0,7.0,11
2022-05-30,SKU0052,17,0,7.0,11
2022-06-06,SKU0052,13,0,7.0,11
2022-06-13,SKU0052,64,80,7.0,11
2022-06-20,SKU0052,61,0,7.0,11
2022-06-27,SKU0052,55,0,7.0,11
2022-07-04,SKU0052,51,0,7.0,11
2022-07-11,SKU0052,44,0,7.0,11
2022-07-18,SKU0052,36,0,7.0,11
2022-07-25,SKU0052,29,0,7.0,11
2022-08-01,SKU0052,25,0,7.0,11
2022-08-08,SKU0052,21,0,7.0,11
2022-08-15,SKU0052,13,0,7.0,11
2022-08-22,SKU0052,6,104,7.0,11
2022-08-29,SKU0052,2,77,7.0,11
2022-09-05,SKU0052,81,115,7.0,11
2022-09-12,SKU0052,73,0,7.0,11
2022-09-19,SKU0052,62,0,7.0,11
2022-09-26,SKU0052,55,0,7.0,11
2022-10-03,SKU0052,46,0,7.0,11
2022-10-10,SKU0052,40,0,7.0,11
2022-10-17,SKU0052,32,0,7.0,11
2022-10-24,SKU0052,24,0,7.0,11
2022-10-31,SKU0052,13,0,7.0,11
2022-11-07,SKU0052,55,86,7.0,11
2022-11-14,SKU0052,49,0,7.0,11
2022-11-21,SKU0052,43,0,7.0,11
2022-11-28,SKU0052,31,0,7.0,11
2022-12-05,SKU0052,22,0,7.0,11
2022-12-12,SKU0052,16,0,7.0,11
2022-12-19,SKU0052,8,71,7.0,11
2022-12-26,SKU0052,0,94,7.0,11
2023-01-02,SKU0052,0,92,7.0,11
2023-01-09,SKU0052,0,90,7.0,11
2023-01-16,SKU0052,78,81,7.0,11
2023-01-23,SKU0052,70,0,7.0,11
2023-01-30,SKU0052,58,0,7.0,11
2023-02-06,SKU0052,50,0,7.0,11
2023-02-13,SKU0052,40,0,7.0,11
2023-02-20,SKU0052,30,0,7.0,11
2023-02-27,SKU0052,18,0,7.0,11
2023-03-06,SKU0052,9,84,7.0,11
2023-03-13,SKU0052,74,104,7.0,11
2023-03-20,SKU0052,65,0,7.0,11
2023-03-27,SKU0052,55,0,7.0,11
2023-04-03,SKU0052,48,0,7.0,11
2023-04-10,SKU0052,39,0,7.0,11
2023-04-17,SKU0052,31,0,7.0,11
2023-04-24,SKU0052,25,0,7.0,11
2023-05-01,SKU0052,15,0,7.0,11
2023-05-08,SKU0052,7,103,7.0,11
2023-05-15,SKU0052,0,86,7.0,11
2023-05-22,SKU0052,57,91,7.0,11
2023-05-29,SKU0052,50,0,7.0,11
2023-06-05,SKU0052,42,0,7.0,11
2023-06-12,SKU0052,36,0,7.0,11
2023-06-19,SKU0052,30,0,7.0,11
2023-06-26,SKU0052,23,0,7.0,11
2023-07-03,SKU0052,15,0,7.0,11
2023-07-10,SKU0052,9,87,7.0,11
2023-07-17,SKU0052,4,99,7.0,11
2023-07-24,SKU0052,47,103,7.0,11
2023-07-31,SKU0052,39,0,,11
2023-08-07,SKU0052,32,0,7.0,11
2023-08-14,SKU0052,25,0,7.0,11
2023-08-21,SKU0052,20,0,7.0,11
2023-08-28,SKU0052,16,0,7.0,11
2023-09-04,SKU0052,77,115,7.0,11
2023-09-11,SKU0052,68,0,7.0,11
2023-09-18,SKU0052,63,0,7.0,11
2023-09-25,SKU0052,56,0,7.0,11
2023-10-02,SKU0052,48,0,7.0,11
2023-10-09,SKU0052,39,0,7.0,11
2023-10-16,SKU0052,28,0,7.0,11
2023-10-23,SKU0052,20,0,7.0,11
2023-10-30,SKU0052,15,0,7.0,11
2023-11-06,SKU0052,4,83,7.0,11
2023-11-13,SKU0052,76,80,7.0,11
2023-11-20,SKU0052,67,0,7.0,11
2023-11-27,SKU0052,61,0,7.0,11
2023-12-04,SKU0052,52,0,7.0,11
2023-12-11,SKU0052,44,0,7.0,11
2023-12-18,SKU0052,33,0,7.0,11
2023-12-25,SKU0052,21,0,7.0,11
2022-01-03,SKU0053,14,80,30.0,34
2022-01-10,SKU0053,67,52,30.0,34
2022-01-17,SKU0053,60,0,30.0,34
2022-01-24,SKU0053,50,0,30.0,34
2022-01-31,SKU0053,44,0,30.0,34
2022-02-07,SKU0053,34,81,30.0,34
2022-02-14,SKU0053,29,50,30.0,34
2022-02-21,SKU0053,23,84,30.0,34
2022-02-28,SKU0053,65,55,30.0,34
2022-03-07,SKU0053,58,0,30.0,34
2022-03-14,SKU0053,55,0,30.0,34
2022-03-21,SKU0053,52,0,30.0,34
2022-03-28,SKU0053,48,0,30.0,34
2022-04-04,SKU0053,41,0,,34
2022-04-11,SKU0053,35,0,30.0,34
2022-04-18,SKU0053,65,46,30.0,34
2022-04-25,SKU0053,61,0,30.0,34
2022-05-02,SKU0053,57,0,30.0,34
2022-05-09,SKU0053,53,0,30.0,34
2022-05-16,SKU0053,50,0,30.0,34
2022-05-23,SKU0053,43,0,30.0,34
2022-05-30,SKU0053,36,0,30.0,34
2022-06-06,SKU0053,31,85,30.0,34
2022-06-13,SKU0053,26,46,30.0,34
2022-06-20,SKU0053,68,48,30.0,34
2022-06-27,SKU0053,65,0,30.0,34
2022-07-04,SKU0053,62,0,30.0,34
2022-07-11,SKU0053,56,0,30.0,34
2022-07-18,SKU0053,51,0,30.0,34
2022-07-25,SKU0053,46,0,30.0,34
2022-08-01,SKU0053,42,0,30.0,34
2022-08-08,SKU0053,38,0,30.0,34
2022-08-15,SKU0053,35,0,30.0,34
2022-08-22,SKU0053,30,44,30.0,34
2022-08-29,SKU0053,64,60,30.0,34
2022-09-05,SKU0053,57,0,30.0,34
2022-09-12,SKU0053,53,0,30.0,34
2022-09-19,SKU0053,49,0,30.0,34
2022-09-26,SKU0053,40,0,30.0,34
2022-10-03,SKU0053,65,84,30.0,34
2022-10-10,SKU0053,59,0,30.0,34
2022-10-17,SKU0053,51,0,30.0,34
2022-10-24,SKU0053,46,0,30.0,34
2022-10-31,SKU0053,41,0,30.0,34
2022-11-07,SKU0053,71,69,30.0,34
2022-11-14,SKU0053,63,0,30.0,34
2022-11-21,SKU0053,54,0,30.0,34
2022-11-28,SKU0053,48,0,30.0,34
2022-12-05,SKU0053,38,0,30.0,34
2022-12-12,SKU0053,31,68,30.0,34
2022-12-19,SKU0053,23,74,30.0,34
2022-12-26,SKU0053,16,78,30.0,34
2023-01-02,SKU0053,69,57,30.0,34
2023-01-09,SKU0053,64,0,,34
2023-01-16,SKU0053,54,0,30.0,34
2023-01-23,SKU0053,44,0,30.0,34
2023-01-30,SKU0053,37,0,30.0,34
2023-02-06,SKU0053,28,86,30.0,34
2023-02-13,SKU0053,22,80,30.0,34
2023-02-20,SKU0053,51,55,30.0,34
2023-02-27,SKU0053,45,0,30.0,34
2023-03-06,SKU0053,42,0,30.0,34
2023-03-13,SKU0053,35,0,30.0,34
2023-03-20,SKU0053,64,83,30.0,34
2023-03-27,SKU0053,58,0,30.0,34
2023-04-03,SKU0053,54,0,30.0,34
2023-04-10,SKU0053,51,0,30.0,34
2023-04-17,SKU0053,45,0,30.0,34
2023-04-24,SKU0053,41,0,30.0,34
2023-05-01,SKU0053,34,80,30.0,34
2023-05-08,SKU0053,90,50,30.0,34
2023-05-15,SKU0053,84,0,30.0,34
2023-05-22,SKU0053,78,0,30.0,34
2023-05-29,SKU0053,71,0,30.0,34
2023-06-05,SKU0053,68,0,30.0,34
2023-06-12,SKU0053,65,0,30.0,34
2023-06-19,SKU0053,61,0,30.0,34
2023-06-26,SKU0053,56,0,30.0,34
2023-07-03,SKU0053,53,0,30.0,34
2023-07-10,SKU0053,47,0,30.0,34
2023-07-17,SKU0053,43,0,30.0,34
2023-07-24,SKU0053,39,0,30.0,34
2023-07-31,SKU0053,35,0,30.0,34
2023-08-07,SKU0053,31,45,30.0,34
2023-08-14,SKU0053,68,85,30.0,34
2023-08-21,SKU0053,65,0,30.0,34
2023-08-28,SKU0053,61,0,30.0,34
2023-09-04,SKU0053,55,0,30.0,34
2023-09-11,SKU0053,51,0,30.0,34
2023-09-18,SKU0053,47,0,30.0,34
2023-09-25,SKU0053,43,0,30.0,34
2023-10-02,SKU0053,36,0,30.0,34
2023-10-09,SKU0053,31,69,30.0,34
2023-10-16,SKU0053,24,77,30.0,34
2023-10-23,SKU0053,17,43,30.0,34
2023-10-30,SKU0053,13,83,30.0,34
2023-11-06,SKU0053,51,53,30.0,34
2023-11-13,SKU0053,43,0,30.0,34
2023-11-20,SKU0053,39,0,30.0,34
2023-11-27,SKU0053,33,71,30.0,34
2023-12-04,SKU0053,77,76,30.0,34
2023-12-11,SKU0053,73,0,30.0,34
2023-12-18,SKU0053,68,0,30.0,34
2023-12-25,SKU0053,58,0,30.0,34
2022-01-03,SKU0054,136,0,10.0,54
2022-01-10,SKU0054,114,0,,54
2022-01-17,SKU0054,82,0,10.0,54
2022-01-24,SKU0054,307,237,10.0,54
2022-01-31,SKU0054,270,0,10.0,54
2022-02-07,SKU0054,246,0,10.0,54
2022-02-14,SKU0054,224,0,10.0,54
2022-02-21,SKU0054,195,0,10.0,54
2022-02-28,SKU0054,148,0,10.0,54
2022-03-07,SKU0054,129,0,,54
2022-03-14,SKU0054,100,0,10.0,54
2022-03-21,SKU0054,75,0,10.0,54
2022-03-28,SKU0054,59,0,10.0,54
2022-04-04,SKU0054,253,304,10.0,54
2022-04-11,SKU0054,227,0,10.0,54
2022-04-18,SKU0054,201,0,10.0,54
2022-04-25,SKU0054,180,0,10.0,54
2022-05-02,SKU0054,150,0,10.0,54
2022-05-09,SKU0054,129,0,10.0,54
2022-05-16,SKU0054,100,0,10.0,54
2022-05-23,SKU0054,65,0,10.0,54
2022-05-30,SKU0054,332,228,10.0,54
2022-06-06,SKU0054,319,0,10.0,54
2022-06-13,SKU0054,294,0,10.0,54
2022-06-20,SKU0054,281,0,10.0,54
2022-06-27,SKU0054,258,0,10.0,54
2022-07-04,SKU0054,237,0,10.0,54
2022-07-11,SKU0054,222,0,10.0,54
2022-07-18,SKU0054,194,0,10.0,54
2022-07-25,SKU0054,175,0,10.0,54
2022-08-01,SKU0054,155,0,10.0,54
2022-08-08,SKU0054,135,0,10.0,54
2022-08-15,SKU0054,109,0,10.0,54
2022-08-22,SKU0054,80,0,10.0,54
2022-08-29,SKU0054,335,345,10.0,54
2022-09-05,SKU0054,293,0,10.0,54
2022-09-12,SKU0054,251,0,10.0,54
2022-09-19,SKU0054,225,0,10.0,54
2022-09-26,SKU0054,202,0,10.0,54
2022-10-03,SKU0054,172,0,10.0,54
2022-10-10,SKU0054,137,0,10.0,54
2022-10-17,SKU0054,97,0,10.0,54
2022-10-24,SKU0054,73,0,10.0,54
2022-10-31,SKU0054,50,386,10.0,54
2022-11-07,SKU0054,182,217,10.0,54
2022-11-14,SKU0054,161,0,10.0,54
2022-11-21,SKU0054,141,0,10.0,54
2022-11-28,SKU0054,106,0,10.0,54
2022-12-05,SKU0054,73,0,10.0,54
2022-12-12,SKU0054,43,345,10.0,54
2022-12-19,SKU0054,255,339,10.0,54
2022-12-26,SKU0054,221,0,10.0,54
2023-01-02,SKU0054,189,0,10.0,54
2023-01-09,SKU0054,157,0,10.0,54
2023-01-16,SKU0054,136,0,10.0,54
2023-01-23,SKU0054,100,0,10.0,54
2023-01-30,SKU0054,302,386,10.0,54
2023-02-06,SKU0054,275,0,10.0,54
2023-02-13,SKU0054,247,0,10.0,54
2023-02-20,SKU0054,215,0,10.0,54
2023-02-27,SKU0054,170,0,10.0,54
2023-03-06,SKU0054,142,0,10.0,54
2023-03-13,SKU0054,117,0,10.0,54
2023-03-20,SKU0054,94,0,10.0,54
2023-03-27,SKU0054,60,0,10.0,54
2023-04-03,SKU0054,331,334,10.0,54
2023-04-10,SKU0054,299,0,10.0,54
2023-04-17,SKU0054,271,0,10.0,54
2023-04-24,SKU0054,243,0,10.0,54
2023-05-01,SKU0054,223,0,10.0,54
2023-05-08,SKU0054,197,0,10.0,54
2023-05-15,SKU0054,176,0,10.0,54
2023-05-22,SKU0054,156,0,10.0,54
2023-05-29,SKU0054,137,0,10.0,54
2023-06-05,SKU0054,119,0,10.0,54
2023-06-12,SKU0054,93,0,10.0,54
2023-06-19,SKU0054,72,0,10.0,54
2023-06-26,SKU0054,280,209,10.0,54
2023-07-03,SKU0054,262,0,10.0,54
2023-07-10,SKU0054,235,0,10.0,54
2023-07-17,SKU0054,217,0,10.0,54
2023-07-24,SKU0054,190,0,10.0,54
2023-07-31,SKU0054,169,0,10.0,54
2023-08-07,SKU0054,153,0,10.0,54
2023-08-14,SKU0054,140,0,10.0,54
2023-08-21,SKU0054,114,0,10.0,54
2023-08-28,SKU0054,99,0,10.0,54
2023-09-04,SKU0054,65,0,10.0,54
2023-09-11,SKU0054,37,271,,54
2023-09-18,SKU0054,193,379,10.0,54
2023-09-25,SKU0054,170,0,10.0,54
2023-10-02,SKU0054,147,0,10.0,54
2023-10-09,SKU0054,124,0,10.0,54
2023-10-16,SKU0054,81,0,10.0,54
2023-10-23,SKU0054,62,0,,54
2023-10-30,SKU0054,235,287,10.0,54
2023-11-06,SKU0054,202,0,10.0,54
2023-11-13,SKU0054,163,0,10.0,54
2023-11-20,SKU0054,141,0,10.0,54
2023-11-27,SKU0054,109,0,,54
2023-12-04,SKU0054,79,0,10.0,54
2023-12-11,SKU0054,53,360,10.0,54
2023-12-18,SKU0054,13,223,10.0,54
2023-12-25,SKU0054,221,324,10.0,54
2022-01-03,SKU0055,162,0,10.0,89
2022-01-10,SKU0055,94,0,10.0,89
2022-01-17,SKU0055,37,537,10.0,89
2022-01-24,SKU0055,385,442,10.0,89
2022-01-31,SKU0055,344,0,10.0,89
2022-02-07,SKU0055,264,0,10.0,89
2022-02-14,SKU0055,202,0,10.0,89
2022-02-21,SKU0055,151,0,10.0,89
2022-02-28,SKU0055,92,0,10.0,89
2022-03-07,SKU0055,46,345,10.0,89
2022-03-14,SKU0055,8,670,10.0,89
2022-03-21,SKU0055,423,404,10.0,89
2022-03-28,SKU0055,380,0,10.0,89
2022-04-04,SKU0055,329,0,10.0,89
2022-04-11,SKU0055,282,0,10.0,89
2022-04-18,SKU0055,244,0,10.0,89
2022-04-25,SKU0055,205,0,10.0,89
2022-05-02,SKU0055,176,0,10.0,89
2022-05-09,SKU0055,135,0,10.0,89
2022-05-16,SKU0055,86,505,10.0,89
2022-05-23,SKU0055,51,451,10.0,89
2022-05-30,SKU0055,290,387,10.0,89
2022-06-06,SKU0055,263,0,,89
2022-06-13,SKU0055,224,0,10.0,89
2022-06-20,SKU0055,182,0,10.0,89
2022-06-27,SKU0055,140,0,10.0,89
2022-07-04,SKU0055,96,0,10.0,89
2022-07-11,SKU0055,536,431,10.0,89
2022-07-18,SKU0055,490,0,10.0,89
2022-07-25,SKU0055,447,0,10.0,89
2022-08-01,SKU0055,404,0,10.0,89
2022-08-08,SKU0055,369,0,10.0,89
2022-08-15,SKU0055,328,0,10.0,89
2022-08-22,SKU0055,296,0,10.0,89
2022-08-29,SKU0055,267,0,10.0,89
2022-09-05,SKU0055,216,0,10.0,89
2022-09-12,SKU0055,160,0,10.0,89
2022-09-19,SKU0055,105,0,10.0,89
2022-09-26,SKU0055,70,403,10.0,89
2022-10-03,SKU0055,32,383,10.0,89
2022-10-10,SKU0055,0,516,10.0,89
2022-10-17,SKU0055,0,547,10.0,89
2022-10-24,SKU0055,0,468,10.0,89
2022-10-31,SKU0055,0,579,10.0,89
2022-11-07,SKU0055,315,367,10.0,89
2022-11-14,SKU0055,264,0,10.0,89
2022-11-21,SKU0055,216,0,10.0,89
2022-11-28,SKU0055,179,0,10.0,89
2022-12-05,SKU0055,108,0,10.0,89
2022-12-12,SKU0055,52,509,10.0,89
2022-12-19,SKU0055,0,447,10.0,89
2022-12-26,SKU0055,0,549,10.0,89
2023-01-02,SKU0055,487,383,10.0,89
2023-01-09,SKU0055,427,0,10.0,89
2023-01-16,SKU0055,364,0,10.0,89
2023-01-23,SKU0055,288,0,10.0,89
2023-01-30,SKU0055,211,0,10.0,89
2023-02-06,SKU0055,167,0,10.0,89
2023-02-13,SKU0055,128,0,10.0,89
2023-02-20,SKU0055,53,373,10.0,89
2023-02-27,SKU0055,439,417,10.0,89
2023-03-06,SKU0055,406,0,10.0,89
2023-03-13,SKU0055,366,0,10.0,89
2023-03-20,SKU0055,315,0,10.0,89
2023-03-27,SKU0055,273,0,,89
2023-04-03,SKU0055,245,0,10.0,89
2023-04-10,SKU0055,201,0,10.0,89
2023-04-17,SKU0055,162,0,10.0,89
2023-04-24,SKU0055,123,0,10.0,89
2023-05-01,SKU0055,93,0,10.0,89
2023-05-08,SKU0055,52,521,10.0,89
2023-05-15,SKU0055,6,350,10.0,89
2023-05-22,SKU0055,388,504,10.0,89
2023-05-29,SKU0055,343,0,10.0,89
2023-06-05,SKU0055,319,0,10.0,89
2023-06-12,SKU0055,291,0,10.0,89
2023-06-19,SKU0055,263,0,10.0,89
2023-06-26,SKU0055,238,0,10.0,89
2023-07-03,SKU0055,195,0,10.0,89
2023-07-10,SKU0055,148,0,10.0,89
2023-07-17,SKU0055,106,0,10.0,89
2023-07-24,SKU0055,319,646,10.0,89
2023-07-31,SKU0055,284,0,10.0,89
2023-08-07,SKU0055,237,0,10.0,89
2023-08-14,SKU0055,197,0,10.0,89
2023-08-21,SKU0055,154,0,10.0,89
2023-08-28,SKU0055,127,0,10.0,89
2023-09-04,SKU0055,77,606,10.0,89
2023-09-11,SKU0055,22,455,10.0,89
2023-09-18,SKU0055,0,477,10.0,89
2023-09-25,SKU0055,471,654,10.0,89
2023-10-02,SKU0055,406,0,10.0,89
2023-10-09,SKU0055,342,0,10.0,89
2023-10-16,SKU0055,280,0,10.0,89
2023-10-23,SKU0055,220,0,10.0,89
2023-10-30,SKU0055,158,0,10.0,89
2023-11-06,SKU0055,126,0,10.0,89
2023-11-13,SKU0055,81,580,10.0,89
2023-11-20,SKU0055,20,504,10.0,89
2023-11-27,SKU0055,445,534,10.0,89
2023-12-04,SKU0055,391,0,10.0,89
2023-12-11,SKU0055,332,0,10.0,89
2023-12-18,SKU0055,287,0,10.0,89
2023-12-25,SKU0055,212,0,10.0,89
2022-01-03,SKU0056,286,0,7.0,55
2022-01-10,SKU0056,253,0,7.0,55
2022-01-17,SKU0056,193,0,7.0,55
2022-01-24,SKU0056,148,0,7.0,55
2022-01-31,SKU0056,108,0,7.0,55
2022-02-07,SKU0056,37,354,7.0,55
2022-02-14,SKU0056,370,429,7.0,55
2022-02-21,SKU0056,311,0,7.0,55
2022-02-28,SKU0056,252,0,7.0,55
2022-03-07,SKU0056,212,0,7.0,55
2022-03-14,SKU0056,167,0,7.0,55
2022-03-21,SKU0056,115,0,7.0,55
2022-03-28,SKU0056,78,0,7.0,55
2022-04-04,SKU0056,29,396,7.0,55
2022-04-11,SKU0056,0,386,7.0,55
2022-04-18,SKU0056,0,330,7.0,55
